loss;accuracy;precision;recall;auc;val_loss;val_accuracy;val_precision;val_recall;val_auc
0.06109829619526863;0.9136174917221069;0.9406415224075317;0.9399974942207336;0.9679873585700989;0.04762226343154907;0.9295380115509033;0.9524999856948853;0.9404090046882629;0.9789241552352905
0.04274125024676323;0.9317547082901001;0.9547795653343201;0.9527589082717896;0.9794893860816956;0.04526546597480774;0.9316378831863403;0.9431858062744141;0.9541608095169067;0.9811687469482422
0.03973611444234848;0.9363341927528381;0.9576771855354309;0.956084668636322;0.9822406768798828;0.04479067027568817;0.9346710443496704;0.9587221741676331;0.9418194890022278;0.9810797572135925
0.037510696798563004;0.9407461285591125;0.9602147936820984;0.9595615863800049;0.9841916561126709;0.045265331864356995;0.9346710443496704;0.9535131454467773;0.9474611878395081;0.9810763597488403
0.0367504358291626;0.941807210445404;0.9615268111228943;0.9596371650695801;0.9848300218582153;0.045787375420331955;0.9372375011444092;0.9595417380332947;0.9449929594993591;0.9807127714157104
0.0361417680978775;0.9431475400924683;0.9628562927246094;0.960090696811676;0.985267162322998;0.04571029543876648;0.9356042742729187;0.9422944188117981;0.9615656137466431;0.9821290969848633
0.03556223213672638;0.9433709383010864;0.9626571536064148;0.9606198072433472;0.9857823252677917;0.044774726033210754;0.9391040802001953;0.9541445970535278;0.9538081884384155;0.9817281365394592
0.034780386835336685;0.9442086219787598;0.9638928771018982;0.9604686498641968;0.9863747358322144;0.04679316654801369;0.9332711100578308;0.9360465407371521;0.9650917053222656;0.981982409954071
0.0346561037003994;0.9445995688438416;0.9634201526641846;0.9615268111228943;0.9864678382873535;0.04662004113197327;0.9351376295089722;0.9468902945518494;0.9555712342262268;0.9812471270561218
0.034429583698511124;0.9443761706352234;0.9634090662002563;0.9612244963645935;0.9866780638694763;0.04611885920166969;0.9356042742729187;0.9469273686408997;0.9562764167785645;0.9811801910400391
