;precision;recall;f1-score;support
vacía;0.9129852744310576;0.9406896551724138;0.9266304347826086;1450.0
animal;0.9691977077363897;0.9541607898448519;0.9616204690831557;2836.0
accuracy;0.949603359776015;0.949603359776015;0.949603359776015;0.949603359776015
macro avg;0.9410914910837236;0.9474252225086328;0.9441254519328821;4286.0
weighted avg;0.9501804356195601;0.949603359776015;0.9497829633118553;4286.0
