;precision;recall;f1-score;support
vacía;0.8909205548549811;0.9744827586206897;0.9308300395256917;1450.0
animal;0.9862962962962963;0.9389985895627645;0.9620664739884393;2836.0
accuracy;0.9510032664489034;0.9510032664489034;0.9510032664489034;0.9510032664489034
macro avg;0.9386084255756387;0.956740674091727;0.9464482567570655;4286.0
weighted avg;0.9540296548847454;0.9510032664489034;0.9514988515033753;4286.0
