;precision;recall;f1-score;support
vacía;0.918218085106383;0.9524137931034483;0.9350033852403521;1450.0
animal;0.9751976994967649;0.9566290550070522;0.9658241367034532;2836.0
accuracy;0.9552029864675688;0.9552029864675688;0.9552029864675688;0.9552029864675688
macro avg;0.9467078923015739;0.9545214240552502;0.9504137609719027;4286.0
weighted avg;0.9559208817492023;0.9552029864675688;0.9553971442579338;4286.0
