;precision;recall;f1-score;support
vacía;0.9048543689320389;0.9641379310344828;0.9335559265442404;1450.0
animal;0.9810288215979569;0.9481664315937941;0.9643177335485028;2836.0
accuracy;0.9535697620158656;0.9535697620158656;0.9535697620158656;0.9535697620158656
macro avg;0.9429415952649979;0.9561521813141385;0.9489368300463716;4286.0
weighted avg;0.9552581831552174;0.9535697620158656;0.9539106826487873;4286.0
