;version;loss_function;alpha;gamma;loss;accuracy;precision;recall;auc;val_loss;val_accuracy;val_precision;val_recall;val_auc
78;v2.2.2.0;BinaryFocalCrossentropy;0.6;1.0;0.0656872615218162;0.9477828741073608;0.9649799466133118;0.9643235206604004;0.9870919585227966;0.068586029112339;0.9489033818244934;0.9599297046661376;0.9629760384559632;0.9878889322280884
79;v2.2.2.0;BinaryFocalCrossentropy;0.6;1.0;0.064989686012268;0.9477270245552064;0.965893566608429;0.963265299797058;0.9873321056365968;0.0665892958641052;0.948203444480896;0.9711607694625854;0.9499294757843018;0.9883136749267578
80;v2.2.2.1;BinaryFocalCrossentropy;0.6;2.0;0.0523484535515308;0.9235309958457948;0.9497339725494384;0.94435453414917;0.9750188589096068;0.0402528941631317;0.9421371817588806;0.9569209218025208;0.9555712342262268;0.983859121799469
81;v2.2.2.1;BinaryFocalCrossentropy;0.6;2.0;0.0423202291131019;0.932871639728546;0.9545042514801024;0.9546485543251038;0.9799150824546814;0.0387004874646663;0.9456369280815125;0.9520667195320128;0.9665021300315856;0.986453652381897
82;v2.2.2.1;BinaryFocalCrossentropy;0.6;2.0;0.0391730740666389;0.9359432458877563;0.9577934145927428;0.9554044008255004;0.9827287197113036;0.037362340837717;0.9442370533943176;0.9554542303085328;0.9605077505111694;0.98692786693573
83;v2.2.2.1;BinaryFocalCrossentropy;0.6;2.0;0.0374348163604736;0.939964234828949;0.9612203240394592;0.95736962556839;0.9842897057533264;0.0400401949882507;0.9426038265228271;0.9416780471801758;0.9735543131828308;0.9869024157524108
84;v2.2.2.1;BinaryFocalCrossentropy;0.6;2.0;0.0368770658969879;0.9400200843811036;0.9598971009254456;0.9588813185691832;0.9847223162651062;0.0366637147963047;0.94937002658844;0.960604965686798;0.9629760384559632;0.9877135157585144
85;v2.2.2.1;BinaryFocalCrossentropy;0.6;2.0;0.0358617715537548;0.9418630599975586;0.9622297883033752;0.9589568972587584;0.9855436682701112;0.0371205173432827;0.9451703429222108;0.948293685913086;0.9700282216072084;0.9881213307380676
86;v2.2.2.1;BinaryFocalCrossentropy;0.6;2.0;0.0347766205668449;0.945548951625824;0.963958501815796;0.9622827172279358;0.9865008592605592;0.0362906083464622;0.947036862373352;0.9604659080505372;0.9594499468803406;0.9877336621284484
87;v2.2.2.1;BinaryFocalCrossentropy;0.6;2.0;0.0339356139302253;0.9456048011779784;0.963680386543274;0.9626606106758118;0.9870823621749878;0.0408689118921756;0.9412038922309875;0.9394558072090148;0.973906934261322;0.987450122833252
