Metric;MegaDetector;v2.0;c2.0;v2.1;c2.1;v2.2;c2.2;Candidate
Accuracy;0.9608026131591227;0.9484367708819412;-;0.949603359776015;-;0.9344377041530564;-;v2.1
Auc;0.0;0.9899520937697582;-;0.9898275862068966;-;0.9807450999465004;-;v2.0
F1-Score;0.9707418967771277;0.9609057087803502;-;0.9616749417709636;-;0.9498840684802512;-;v2.1
FN_rate;0.017277856135341052;0.0816882232811436;-;0.0847913862718708;-;0.1141914191419141;-;v2.0
FP_rate;0.08206896551667539;0.0358537451189208;YES;0.0321428571428571;YES;0.0389750992421508;YES;v2.1
Precision;0.959050240880936;0.9576868829337094;-;0.9555712270803948;-;0.9389985895627644;-;v2.0
Recall;0.982722143864598;0.9641462548810792;-;0.9678571428571427;-;0.9610249007578492;-;v2.1
