accuracy;auc;loss;precision;recall;val_accuracy;val_auc;val_loss;val_precision;val_recall;f1_score;val_f1_score
0.93003249168396;0.979975402355194;0.0237493775784969;0.9531214237213136;0.9405139684677124;0.9465702176094056;0.98637855052948;0.0198938250541687;0.9653695225715636;0.9534555673599244;0.946775722105185;0.9593755531844085
0.9429357051849364;0.9863512516021729;0.0196056868880987;0.9599025845527648;0.9535903334617616;0.9489033818244934;0.9881442785263062;0.0185094606131315;0.9671545624732972;0.9552186131477356;0.9567360425463028;0.9611495278600605
0.950087547302246;0.989735186100006;0.0169688668102026;0.9641773104667664;0.9602418541908264;0.9519365429878236;0.9891403913497924;0.0177662149071693;0.9686386585235596;0.9583920836448668;0.9622055533052615;0.963488124096345
0.955938994884491;0.9914405941963196;0.0155063802376389;0.969722330570221;0.9634920358657836;0.9542697072029114;0.9899858832359314;0.0169707033783197;0.9667609333992004;0.964033842086792;0.9665971388316369;0.965395456845153
0.9584395885467528;0.992512047290802;0.0145338308066129;0.9706931710243224;0.966364324092865;0.954503059387207;0.9903374314308168;0.0168426930904388;0.9664429426193236;0.9647390842437744;0.9685239056046813;0.9655902567848093
0.9581395387649536;0.9927667379379272;0.0143021885305643;0.9721142649650574;0.9643990993499756;0.9554362893104552;0.9908657073974608;0.016373511403799;0.9678103923797609;0.9647390842437744;0.968241308355716;0.9662722927704694
0.9604400992393494;0.9934409260749816;0.0136456796899437;0.9725704789161682;0.9674981236457824;0.955902934074402;0.9912065267562866;0.0160673651844263;0.96982604265213;0.9633286595344543;0.9700276653845672;0.9665664271567188
0.9656914472579956;0.9945284724235536;0.0124586382880806;0.9773211479187012;0.9706727266311646;0.9552029967308044;0.9915769696235656;0.0161353554576635;0.9741750359535216;0.9576869010925292;0.9739855868836648;0.9658606017169943
0.9648911952972412;0.9949008226394652;0.0120277293026447;0.9771480560302734;0.9696145057678224;0.9566028714179992;0.991539716720581;0.0158265624195337;0.9662209749221802;0.968265175819397;0.9733666992936676;0.9672419903017261
0.9674418568611144;0.9953927397727966;0.0114942649379372;0.977671444416046;0.97301584482193;0.9584694504737854;0.9919215440750122;0.01567168161273;0.9726173281669616;0.9643864631652832;0.9753380839854457;0.9684844030549392
