;precision;recall;f1-score;support
vacía;0.9294915254237288;0.9455172413793104;0.9374358974358974;1450.0
animal;0.9718961223763786;0.9633286318758815;0.9675934124313795;2836.0
accuracy;0.9573028464769016;0.9573028464769016;0.9573028464769016;0.9573028464769016
macro avg;0.9506938239000537;0.9544229366275959;0.9525146549336385;4286.0
weighted avg;0.9575501901362148;0.9573028464769016;0.9573908000320681;4286.0
