Metric;MegaDetector;v4.0;c4.0;v4.1;c4.1;v4.2;c4.2;Candidate
Accuracy;0.9608026131591227;0.939337377508166;-;0.9423705086327578;-;0.9444703686420906;-;v4.2
Auc;0.0;0.9874641311220272;-;0.9888222849083216;-;0.9893137493312584;-;v4.2
F1-Score;0.9707418967771277;0.9538352222729796;-;0.9562134323339572;-;0.9579653782568152;-;v4.2
FN_rate;0.017277856135341052;0.1006711409395973;-;0.0938555030384875;-;0.084931506849315;-;v4.2
FP_rate;0.08206896551667539;0.0393419170243204;YES;0.0385026737967914;YES;0.0403397027600849;YES;v4.1
Precision;0.959050240880936;0.9471086036671368;-;0.95098730606488;-;0.9562764456981664;-;v4.2
Recall;0.982722143864598;0.9606580829756796;-;0.9614973262032086;-;0.9596602972399152;-;v4.1
