;precision;recall;f1-score;support
vacía;0.9204934886908842;0.9262068965517242;0.9233413544173256;1450.0
animal;0.9621506897771489;0.9590973201692524;0.9606215786685502;2836.0
accuracy;0.9479701353243117;0.9479701353243117;0.9479701353243117;0.9479701353243117
macro avg;0.9413220892340166;0.9426521083604883;0.9419814665429379;4286.0
weighted avg;0.9480576096149734;0.9479701353243117;0.9480092769503339;4286.0
