;precision;recall;f1-score;support
vacía;0.9022457067371202;0.9420689655172414;0.921727395411606;1450.0
animal;0.9696969696969697;0.9478138222849083;0.9586305278174037;2836.0
accuracy;0.945870275314979;0.945870275314979;0.945870275314979;0.945870275314979
macro avg;0.9359713382170449;0.9449413939010749;0.9401789616145049;4286.0
weighted avg;0.9468774803615096;0.945870275314979;0.9461458003352743;4286.0
