accuracy;auc;loss;precision;recall;val_accuracy;val_auc;val_loss;val_precision;val_recall;f1_score;val_f1_score
0.9080269932746888;0.9695100784301758;0.2250253707170486;0.94223153591156;0.9172335863113404;0.9358376264572144;0.9818052053451538;0.1714536994695663;0.9539170265197754;0.9488716721534728;0.9295645245970685;0.9513876553120977
0.9341835379600524;0.982581913471222;0.1635516285896301;0.9616398215293884;0.9379440546035768;0.9356042742729188;0.98455810546875;0.157009482383728;0.9737231731414796;0.9277150630950928;0.949644140338217;0.9501624959906383
0.9387847185134888;0.9846060872077942;0.1516894996166229;0.9631944298744202;0.943537414073944;0.9402706623077391;0.9859382510185242;0.1477034091949463;0.9728739261627196;0.9358251094818116;0.953264592220683;0.9539899446597029
0.9415854215621948;0.986377775669098;0.1429139226675033;0.9637090563774108;0.9473922848701476;0.9421371817588806;0.9869534373283386;0.1411408483982086;0.971574366092682;0.9400564432144164;0.9554810102305039;0.9555555745208596
0.9444361329078674;0.9874271154403688;0.136053204536438;0.9660078287124634;0.9494330883026124;0.9472701549530028;0.9871371388435364;0.1361098736524582;0.9637526869773864;0.9562764167785645;0.9576487410324156;0.9599999912090834
0.9463865756988524;0.9883811473846436;0.1313178837299347;0.9661095142364502;0.9523809552192688;0.9426038265228271;0.9874173402786256;0.1387517750263214;0.9726277589797974;0.9397038221359252;0.9591961095120685;0.9558823656681478
0.9478869438171388;0.988453447818756;0.1302531510591507;0.9660446643829346;0.9547997117042542;0.9454036355018616;0.987518846988678;0.1336904466152191;0.9639800190925598;0.9531029462814332;0.9603892681022119;0.9585106207250241
0.948387086391449;0.9892396330833436;0.1265701502561569;0.965643584728241;0.9560090899467468;0.9475035071372986;0.9879995584487916;0.1313512325286865;0.9601691961288452;0.9605077505111694;0.9608021803431105;0.9603384384818117
0.9475868940353394;0.9893617630004884;0.1249928325414657;0.9666717648506165;0.9536659121513368;0.9479701519012452;0.9883031249046326;0.1293550878763198;0.9664405584335328;0.9545133709907532;0.9601247911938398;0.960439931807055
0.9485871195793152;0.9894576072692872;0.1240777224302291;0.9675812125205994;0.954270601272583;0.9451703429222108;0.98834627866745;0.1311555802822113;0.9551977515220642;0.9622707962989808;0.9608798077155513;0.9587212235955911
