;precision;recall;f1-score;support
vacía;0.9178617992177314;0.9710344827586207;0.9436997319034852;1450.0
animal;0.9847383720930233;0.9555712270803949;0.9699355762347889;2836.0
accuracy;0.9608026131591227;0.9608026131591227;0.9608026131591227;0.9608026131591227
macro avg;0.9513000856553773;0.9633028549195077;0.9568176540691371;4286.0
weighted avg;0.9621133066079152;0.9608026131591227;0.9610597072939607;4286.0
