;precision;recall;f1-score;support
vacía;0.9165535956580733;0.9317241379310345;0.9240766073871409;1450.0
animal;0.9647937411095305;0.9566290550070522;0.9606940509915014;2836.0
accuracy;0.9482034531031265;0.9482034531031265;0.9482034531031265;0.9482034531031265
macro avg;0.940673668383802;0.9441765964690434;0.9423853291893212;4286.0
weighted avg;0.9484735799092009;0.9482034531031265;0.9483059751104181;4286.0
