;precision;recall;f1-score;support
vacía;0.9242424242424242;0.9675862068965517;0.9454177897574124;1450.0
animal;0.9830202312138728;0.9594499294781382;0.9710920770877944;2836.0
accuracy;0.9622025198320112;0.9622025198320112;0.9622025198320112;0.9622025198320112
macro avg;0.9536313277281485;0.963518068187345;0.9582549334226034;4286.0
weighted avg;0.9631350655329114;0.9622025198320112;0.9624061889335588;4286.0
