loss,binary_accuracy,precision,recall,auc,val_loss,val_binary_accuracy,val_precision,val_recall,val_auc
0.6527525782585144,0.6569167375564575,0.661963939666748,0.9838758707046509,0.4976755678653717,0.6419641971588135,0.661419153213501,0.661419153213501,1.0,0.5
0.6434540152549744,0.6616748571395874,0.6616748571395874,1.0,0.5023937225341797,0.6408559679985046,0.6611841917037964,0.6611841917037964,1.0,0.5
0.644247829914093,0.66157466173172,0.66157466173172,1.0,0.5015259385108948,0.6454688906669617,0.6611841917037964,0.6611841917037964,1.0,0.5
0.6447723507881165,0.66157466173172,0.66157466173172,1.0,0.4955017566680908,0.6456539630889893,0.6621240377426147,0.6621240377426147,1.0,0.5
0.6455590724945068,0.6617249250411987,0.6617249250411987,1.0,0.4926009476184845,0.6491600275039673,0.6604793071746826,0.6604793071746826,1.0,0.5
0.6436938643455505,0.6616748571395874,0.6616748571395874,1.0,0.502201497554779,0.6461591124534607,0.6618890762329102,0.6618890762329102,1.0,0.5
0.6434961557388306,0.6617249250411987,0.6617249250411987,1.0,0.496784508228302,0.6655430793762207,0.6609492301940918,0.6609492301940918,1.0,0.5
0.6452887058258057,0.6619252562522888,0.6619252562522888,1.0,0.4962063133716583,0.6392355561256409,0.6628289222717285,0.6628289222717285,1.0,0.5
0.644839882850647,0.6617249250411987,0.6617249250411987,1.0,0.5032445192337036,0.6433689594268799,0.6621240377426147,0.6621240377426147,1.0,0.5
0.6442432999610901,0.6617749929428101,0.6617749929428101,1.0,0.49935829639434814,0.6588476300239563,0.6611841917037964,0.6611841917037964,1.0,0.5
0.6457517743110657,0.6616247892379761,0.6616247892379761,1.0,0.49631014466285706,0.6460880637168884,0.6616541147232056,0.6616541147232056,1.0,0.5
0.6436564326286316,0.6617249250411987,0.6617249250411987,1.0,0.49916431307792664,0.6399293541908264,0.6618890762329102,0.6618890762329102,1.0,0.5
0.6446210741996765,0.6618251204490662,0.6618251204490662,1.0,0.5003515481948853,0.6439546346664429,0.6625939607620239,0.6625939607620239,1.0,0.5
0.6438771486282349,0.6617749929428101,0.6617749929428101,1.0,0.501559317111969,0.642009973526001,0.6611841917037964,0.6611841917037964,1.0,0.5
0.6445788741111755,0.6617249250411987,0.6617249250411987,1.0,0.4922758936882019,0.6469559669494629,0.6616541147232056,0.6616541147232056,1.0,0.5
0.6456701755523682,0.6616748571395874,0.6616748571395874,1.0,0.492937296628952,0.6450271010398865,0.6621240377426147,0.6621240377426147,1.0,0.5
0.6458368301391602,0.6616748571395874,0.6616748571395874,1.0,0.5006148219108582,0.641518235206604,0.6618890762329102,0.6618890762329102,1.0,0.5
0.6425482630729675,0.6619753837585449,0.6619753837585449,1.0,0.5027716159820557,0.6448163390159607,0.6628289222717285,0.6628289222717285,1.0,0.5
0.6439662575721741,0.6617749929428101,0.6617749929428101,1.0,0.4931592047214508,0.6396601796150208,0.6621240377426147,0.6621240377426147,1.0,0.5
0.6441560387611389,0.6615245938301086,0.6615245938301086,1.0,0.4968028664588928,0.6461153626441956,0.6623589992523193,0.6623589992523193,1.0,0.5
