;precision;recall;f1-score;support
vacía;0.9265687583444593;0.9572413793103448;0.9416553595658074;1450.0
animal;0.9777618364418939;0.961212976022567;0.9694167852062588;2836.0
accuracy;0.9598693420438638;0.9598693420438638;0.9598693420438638;0.9598693420438638
macro avg;0.9521652973931766;0.9592271776664558;0.9555360723860331;4286.0
weighted avg;0.9604426662969381;0.9598693420438638;0.9600247956638757;4286.0
