;precision;recall;f1-score;support
vacía;0.8906933166770769;0.983448275862069;0.9347754834480498;1450.0
animal;0.9910614525139665;0.938293370944993;0.9639558051077703;2836.0
accuracy;0.9535697620158656;0.9535697620158656;0.9535697620158656;0.9535697620158656
macro avg;0.9408773845955216;0.960870823403531;0.9493656442779101;4286.0
weighted avg;0.9571058302639688;0.9535697620158656;0.954083787747389;4286.0
