;precision;recall;f1-score;support
vacía;0.9041578576462297;0.8848275862068965;0.8943882886023005;1450.0
animal;0.9417509591907918;0.9520451339915373;0.9468700683850605;2836.0
accuracy;0.9293047130191321;0.9293047130191321;0.9293047130191321;0.9293047130191321
macro avg;0.9229544084185107;0.9184363600992169;0.9206291784936804;4286.0
weighted avg;0.9290328077116469;0.9293047130191321;0.9291149165686812;4286.0
