;precision;recall;f1-score;support
vacía;0.9193442622950819;0.9668965517241379;0.9425210084033614;1450.0
animal;0.9826149945671858;0.9566290550070522;0.9694479185277828;2836.0
accuracy;0.9601026598226785;0.9601026598226785;0.9601026598226785;0.9601026598226785
macro avg;0.9509796284311338;0.961762803365595;0.9559844634655721;4286.0
weighted avg;0.9612098238265067;0.9601026598226785;0.9603382545799501;4286.0
