;precision;recall;f1-score;support
vacía;0.9309188464118041;0.9572413793103448;0.9438966337980279;1450.0
animal;0.9778175313059034;0.9636812411847673;0.9706979222163026;2836.0
accuracy;0.961502566495567;0.961502566495567;0.961502566495567;0.961502566495567
macro avg;0.9543681888588538;0.9604613102475561;0.9572972780071652;4286.0
weighted avg;0.9619512006721087;0.961502566495567;0.961630757445771;4286.0
