;precision;recall;f1-score;support
vacía;0.9183117767188563;0.9303448275862068;0.9242891401164782;1450.0
animal;0.9641462548810792;0.9576868829337094;0.9609057137802937;2836.0
accuracy;0.9484367708819412;0.9484367708819412;0.9484367708819412;0.9484367708819412
macro avg;0.9412290157999678;0.9440158552599581;0.9425974269483859;4286.0
weighted avg;0.9486399568560621;0.9484367708819412;0.9485179322094741;4286.0
