;precision;recall;f1-score;support
vacía;0.9299867899603699;0.9710344827586207;0.9500674763832658;1450.0
animal;0.9848484848484849;0.96262341325811;0.9736091298145506;2836.0
accuracy;0.9654689687354177;0.9654689687354177;0.9654689687354177;0.9654689687354177
macro avg;0.9574176374044274;0.9668289480083654;0.9618383030989082;4286.0
weighted avg;0.9662881820981893;0.9654689687354177;0.9656447346966404;4286.0
