;precision;recall;f1-score;support
vacía;0.9061444969615124;0.9255172413793104;0.9157284203343569;1450.0
animal;0.9614973262032086;0.9509873060648801;0.956213437333806;2836.0
accuracy;0.9423705086327578;0.9423705086327578;0.9423705086327578;0.9423705086327578
macro avg;0.9338209115823606;0.9382522737220953;0.9359709288340814;4286.0
weighted avg;0.9427708674070212;0.9423705086327578;0.9425169196835024;4286.0
