lrs;losses
9.99999993922529e-09;0.3071341812610626
1.2022644213516287e-08;0.29632067680358887
1.4454397678775877e-08;0.23674190044403076
1.737800836565384e-08;0.2094511240720749
2.089296202711921e-08;0.23546454310417175
2.5118865210060903e-08;0.22061973810195923
3.019951932969889e-08;0.2255799025297165
3.630780653907095e-08;0.23330801725387573
4.365158545738268e-08;0.24200031161308289
5.248074685937354e-08;0.25025272369384766
6.309573308271865e-08;0.23806333541870117
7.585775563256902e-08;0.22992177307605743
9.120108046545283e-08;0.2219190001487732
1.096478143836066e-07;0.21329720318317413
1.3182567215608287e-07;0.2057400643825531
1.584893141171051e-07;0.2002997100353241
1.9054606070767477e-07;0.1956707090139389
2.2908675134658552e-07;0.1910487860441208
2.7542284897208447e-07;0.18636572360992432
3.3113110475824215e-07;0.18340717256069183
3.981071472480835e-07;0.18879008293151855
4.786300564774137e-07;0.18549847602844238
5.754399126089993e-07;0.18861432373523712
6.918309622960805e-07;0.18584595620632172
8.317637707477843e-07;0.1882942169904709
9.999999974752427e-07;0.1911715716123581
1.2022644568787655e-06;0.19518259167671204
1.4454398069574381e-06;0.19213952124118805
1.7378008578816662e-06;0.19517293572425842
2.0892962311336305e-06;0.19249460101127625
2.511886577849509e-06;0.1912953108549118
3.019951918759034e-06;0.1946040242910385
3.6307808386482066e-06;0.1917763352394104
4.3651584746839944e-06;0.19038687646389008
5.2480745580396615e-06;0.19324851036071777
6.30957356406725e-06;0.19078683853149414
7.585776074847672e-06;0.19295375049114227
9.120109098148532e-06;0.19575625658035278
1.0964782632072456e-05;0.19424670934677124
1.3182568181946408e-05;0.19613608717918396
1.58489328896394e-05;0.19389063119888306
1.9054608856095e-05;0.19192475080490112
2.290867814735975e-05;0.19413231313228607
2.7542288080439903e-05;0.19578996300697327
3.311311229481362e-05;0.19364656507968903
3.981071859016083e-05;0.19216682016849518
4.786300996784121e-05;0.19063201546669006
5.754399535362609e-05;0.18913547694683075
6.918310100445524e-05;0.18743139505386353
8.317638275912032e-05;0.18955440819263458
0.00010000000474974513;0.18783339858055115
0.00012022644659737125;0.18966276943683624
0.00014454398478846997;0.19080457091331482
0.00017378009215462953;0.18892478942871094
0.00020892961765639484;0.19016194343566895
0.0002511886414140463;0.1894151270389557
0.00030199516913853586;0.18792647123336792
0.0003630780556704849;0.18905678391456604
0.0004365158383734524;0.18809260427951813
0.0005248074885457754;0.18854288756847382
0.000630957365501672;0.18756015598773956
0.0007585776038467884;0.1880076378583908
0.0009120108443312347;0.18728335201740265
0.001096478197723627;0.18627884984016418
0.001318256719969213;0.18552646040916443
0.0015848932089284062;0.184708833694458
0.0019054607255384326;0.18358592689037323
0.0022908677347004414;0.18265317380428314
0.002754228888079524;0.1820565164089203
0.003311311360448599;0.180828258395195
0.00398107198998332;0.1803271323442459
0.004786301404237747;0.17885157465934753
0.005754400044679642;0.17757904529571533
0.0069183106534183025;0.17606070637702942
0.008317639119923115;0.17484167218208313
0.010000001639127731;0.17423371970653534
0.012022646144032478;0.17261902987957
0.014454400166869164;0.17149482667446136
0.017378011718392372;0.17144063115119934
0.02089296467602253;0.17105154693126678
0.025118868798017502;0.16946355998516083
0.030199522152543068;0.16769081354141235
0.03630781173706055;0.16647857427597046
0.04365159198641777;0.17692789435386658
0.05248075723648071;0.17845307290554047
0.06309574842453003;0.17649595439434052
0.07585777342319489;0.17556405067443848
0.09120110422372818;0.1742096096277237
0.10964784026145935;0.18342070281505585
0.13182570040225983;0.18144306540489197
0.15848934650421143;0.18180084228515625
0.19054611027240753;0.21813906729221344
0.22908681631088257;0.22172856330871582
0.27542293071746826;0.22012928128242493
0.3311311900615692;0.21780447661876678
0.39810726046562195;0.21921710669994354
0.4786301851272583;0.21694983541965485
0.5754400491714478;0.5496338605880737
0.691831111907959;0.550458550453186
0.8317639231681824;0.5493378043174744
1.0000001192092896;0.6282556056976318
1.2022645473480225;1.0322718620300293
