;precision;recall;f1-score;support
vacía;0.933288409703504;0.9551724137931035;0.9441036128152692;1450.0
animal;0.976802284082798;0.9650916784203103;0.9709116708052501;2836.0
accuracy;0.9617358842743817;0.9617358842743817;0.9617358842743817;0.9617358842743817
macro avg;0.955045346893151;0.9601320461067069;0.9575076418102597;4286.0
weighted avg;0.962081071331987;0.9617358842743817;0.9618422158156391;4286.0
