;precision;recall;f1-score;support
vacía;0.9231274638633377;0.9689655172413794;0.9454912516823688;1450.0
animal;0.9837192474674384;0.9587447108603667;0.9710714285714286;2836.0
accuracy;0.9622025198320112;0.9622025198320112;0.9622025198320112;0.9622025198320112
macro avg;0.953423355665388;0.9638551140508731;0.9582813401268987;4286.0
weighted avg;0.9632203939382862;0.9622025198320112;0.9624173789939351;4286.0
