fpr;tpr;thresholds;roc_auc
0.0;0.0;inf;0.9488611935217158
0.0;0.0007052186177715092;0.9999995;0.9488611935217158
0.0;0.001763046544428773;0.9999988;0.9488611935217158
0.0;0.003173483779971791;0.99999857;0.9488611935217158
0.0;0.0038787023977433005;0.99999845;0.9488611935217158
0.0;0.004231311706629055;0.99999833;0.9488611935217158
0.0;0.005289139633286318;0.9999982;0.9488611935217158
0.0;0.006346967559943582;0.99999785;0.9488611935217158
0.0;0.007757404795486601;0.9999975;0.9488611935217158
0.0;0.008110014104372355;0.99999726;0.9488611935217158
0.0;0.010930888575458392;0.99999607;0.9488611935217158
0.0;0.0116361071932299;0.9999958;0.9488611935217158
0.0;0.01234132581100141;0.9999956;0.9488611935217158
0.0;0.01304654442877292;0.9999951;0.9488611935217158
0.0;0.013751763046544428;0.999995;0.9488611935217158
0.0;0.014809590973201692;0.9999944;0.9488611935217158
0.0;0.015867418899858956;0.9999943;0.9488611935217158
0.0;0.01622002820874471;0.99999416;0.9488611935217158
0.0;0.01763046544428773;0.9999939;0.9488611935217158
0.0;0.01868829337094499;0.9999933;0.9488611935217158
0.0;0.019393511988716503;0.9999932;0.9488611935217158
0.0;0.021156558533145273;0.9999918;0.9488611935217158
0.0;0.022566995768688293;0.9999914;0.9488611935217158
0.0;0.02362482369534556;0.99999094;0.9488611935217158
0.0;0.025035260930888575;0.9999907;0.9488611935217158
0.0;0.025740479548660086;0.99999034;0.9488611935217158
0.0;0.02679830747531735;0.99998975;0.9488611935217158
0.0;0.027150916784203102;0.9999894;0.9488611935217158
0.0;0.02785613540197461;0.99998903;0.9488611935217158
0.0;0.03173483779971791;0.9999865;0.9488611935217158
0.0;0.03385049365303244;0.9999862;0.9488611935217158
0.0;0.03596614950634697;0.9999856;0.9488611935217158
0.0;0.036671368124118475;0.9999851;0.9488611935217158
0.0;0.0380818053596615;0.99998486;0.9488611935217158
0.0;0.03913963328631876;0.99998474;0.9488611935217158
0.0;0.04019746121297602;0.99998295;0.9488611935217158
0.0;0.04090267983074753;0.9999825;0.9488611935217158
0.0;0.04160789844851904;0.9999821;0.9488611935217158
0.0;0.04266572637517631;0.999982;0.9488611935217158
0.0;0.04301833568406206;0.9999819;0.9488611935217158
0.0;0.04372355430183357;0.99998176;0.9488611935217158
0.0;0.044076163610719324;0.99998105;0.9488611935217158
0.0;0.04548660084626234;0.99998057;0.9488611935217158
0.0;0.047954866008462625;0.99997854;0.9488611935217158
0.0;0.04866008462623413;0.99997723;0.9488611935217158
0.0;0.04936530324400564;0.99997675;0.9488611935217158
0.0;0.05077574047954866;0.9999764;0.9488611935217158
0.0;0.05394922425952045;0.9999746;0.9488611935217158
0.0;0.05465444287729196;0.9999745;0.9488611935217158
0.0;0.05500705218617771;0.99997437;0.9488611935217158
0.0;0.057122708039492244;0.999974;0.9488611935217158
0.0;0.057475317348378;0.9999739;0.9488611935217158
0.0;0.05853314527503526;0.9999738;0.9488611935217158
0.0;0.058885754583921014;0.9999734;0.9488611935217158
0.0;0.05959097320169252;0.99997306;0.9488611935217158
0.0;0.06029619181946404;0.9999728;0.9488611935217158
0.0;0.061001410437235545;0.99997246;0.9488611935217158
0.0;0.06205923836389281;0.99997175;0.9488611935217158
0.0;0.06346967559943582;0.9999713;0.9488611935217158
0.0;0.06452750352609309;0.9999702;0.9488611935217158
0.0;0.06664315937940761;0.9999695;0.9488611935217158
0.0;0.06734837799717913;0.9999683;0.9488611935217158
0.0;0.06875881523272215;0.99996746;0.9488611935217158
0.0;0.06946403385049366;0.9999664;0.9488611935217158
0.0;0.07052186177715092;0.99996626;0.9488611935217158
0.0;0.07122708039492243;0.99996567;0.9488611935217158
0.0;0.07263751763046544;0.99996495;0.9488611935217158
0.0;0.07334273624823695;0.99996483;0.9488611935217158
0.0;0.07722143864598026;0.9999615;0.9488611935217158
0.0;0.07792665726375177;0.99996126;0.9488611935217158
0.0;0.07968970380818054;0.9999603;0.9488611935217158
0.0;0.0807475317348378;0.99995947;0.9488611935217158
0.0;0.08145275035260931;0.999959;0.9488611935217158
0.0;0.08215796897038082;0.99995863;0.9488611935217158
0.0;0.0877997179125529;0.99995303;0.9488611935217158
0.0;0.0885049365303244;0.9999523;0.9488611935217158
0.0;0.08885754583921016;0.9999522;0.9488611935217158
0.0;0.08956276445698166;0.99995196;0.9488611935217158
0.0;0.0923836389280677;0.9999485;0.9488611935217158
0.0;0.0930888575458392;0.99994814;0.9488611935217158
0.0;0.09414668547249648;0.9999471;0.9488611935217158
0.0;0.09485190409026799;0.99994695;0.9488611935217158
0.0;0.09732016925246827;0.99994326;0.9488611935217158
0.0;0.09837799717912553;0.99994314;0.9488611935217158
0.0;0.10049365303244005;0.99994075;0.9488611935217158
0.0;0.10119887165021156;0.9999405;0.9488611935217158
0.0;0.10472496473906912;0.99993634;0.9488611935217158
0.0;0.10543018335684062;0.9999362;0.9488611935217158
0.0;0.10754583921015515;0.9999337;0.9488611935217158
0.0;0.10825105782792666;0.9999336;0.9488611935217158
0.0;0.10860366713681241;0.9999331;0.9488611935217158
0.0;0.10930888575458392;0.99993277;0.9488611935217158
0.0;0.11071932299012693;0.99993134;0.9488611935217158
0.0;0.11177715091678421;0.99993086;0.9488611935217158
0.0;0.114950634696756;0.9999244;0.9488611935217158
0.0;0.1156558533145275;0.99992406;0.9488611935217158
0.0;0.1234132581100141;0.99991596;0.9488611935217158
0.0;0.12411847672778561;0.99991584;0.9488611935217158
0.0;0.12482369534555712;0.9999149;0.9488611935217158
0.0;0.12623413258110014;0.999912;0.9488611935217158
0.0;0.1265867418899859;0.99991155;0.9488611935217158
0.0;0.12870239774330042;0.99991095;0.9488611935217158
0.0;0.1304654442877292;0.9999076;0.9488611935217158
0.0;0.1318758815232722;0.9999063;0.9488611935217158
0.0;0.13469675599435826;0.99990284;0.9488611935217158
0.0;0.13575458392101553;0.99990165;0.9488611935217158
0.0;0.13610719322990128;0.99989986;0.9488611935217158
0.0;0.1368124118476728;0.9998996;0.9488611935217158
0.0;0.1389280677009873;0.99989736;0.9488611935217158
0.0;0.13963328631875882;0.9998971;0.9488611935217158
0.0;0.1498589562764457;0.9998828;0.9488611935217158
0.0;0.1505641748942172;0.99988234;0.9488611935217158
0.0;0.16008462623413258;0.9998654;0.9488611935217158
0.0;0.1607898448519041;0.9998642;0.9488611935217158
0.0;0.16643159379407615;0.9998568;0.9488611935217158
0.0;0.16748942172073342;0.99985623;0.9488611935217158
0.0;0.16889985895627643;0.99985504;0.9488611935217158
0.0;0.17136812411847674;0.99985135;0.9488611935217158
0.0;0.17207334273624825;0.99985075;0.9488611935217158
0.0;0.18335684062059238;0.9998254;0.9488611935217158
0.0;0.18406205923836388;0.9998252;0.9488611935217158
0.0;0.18511988716502115;0.999821;0.9488611935217158
