modelo,subset_option,accuracy,precision,NPV,recall,specificity,TP,TN,FP,FN
MegaDetector_0_003,train,0.8086638987544394,0.7760291267837219,0.9962862930452396,0.9991683048540752,0.4362158167036216,13215,2951,3814,11
MegaDetector_0_003,test,0.8047130191320578,0.7726528384279476,0.9935691318327974,0.998589065255732,0.4259131633356306,2831,618,833,4
MegaDetector_0_1,test,0.9489034064395707,0.9377510040160643,0.9745762711864406,0.9883597883597883,0.8718125430737422,2802,1265,186,33
