;precision;recall;f1-score;support
vacía;0.9084745762711864;0.9241379310344827;0.9162393162393162;1450.0
animal;0.9608680184987549;0.9523977433004231;0.9566141313972021;2836.0
accuracy;0.9428371441903873;0.9428371441903873;0.9428371441903873;0.9428371441903873
macro avg;0.9346712973849707;0.9382678371674529;0.9364267238182591;4286.0
weighted avg;0.9431427522295122;0.9428371441903873;0.942954896217796;4286.0
