;precision;recall;f1-score;support
vacía;0.908843537414966;0.9213793103448276;0.915068493150685;1450.0
animal;0.9595170454545454;0.9527503526093088;0.9561217268223637;2836.0
accuracy;0.9421371908539431;0.9421371908539431;0.9421371908539431;0.9421371908539431
macro avg;0.9341802914347557;0.9370648314770682;0.9355951099865243;4286.0
weighted avg;0.942373651460754;0.9421371908539431;0.9422329753468774;4286.0
