;precision;recall;f1-score;support
vacía;0.9247168554297135;0.9572413793103448;0.9406980684513724;1450.0
animal;0.9777378815080789;0.9601551480959097;0.9688667496886675;2836.0
accuracy;0.9591693887074195;0.9591693887074195;0.9591693887074195;0.9591693887074195
macro avg;0.9512273684688962;0.9586982637031273;0.9547824090700199;4286.0
weighted avg;0.9598002968572086;0.9591693887074195;0.9593369811879494;4286.0
