;precision;recall;f1-score;support
vacía;0.8994271164863145;0.9744827586206897;0.9354518371400199;1450.0
animal;0.9863720073664825;0.9442877291960508;0.9648711943793911;2836.0
accuracy;0.9545030331311246;0.9545030331311246;0.9545030331311246;0.9545030331311246
macro avg;0.9428995619263985;0.9593852439083702;0.9501615157597054;4286.0
weighted avg;0.9569576135782782;0.9545030331311246;0.954918308705782;4286.0
