;precision;recall;f1-score;support
vacía;0.9067288474350433;0.9386206896551724;0.9223991867163673;1450.0
animal;0.9680430879712747;0.9506346967559943;0.9592599181640278;2836.0
accuracy;0.9465702286514233;0.9465702286514233;0.9465702286514233;0.9465702286514233
macro avg;0.9373859677031591;0.9446276932055834;0.9408295524401975;4286.0
weighted avg;0.9472998194744162;0.9465702286514233;0.946789535383088;4286.0
