accuracy;auc;loss;precision;recall;val_accuracy;val_auc;val_loss;val_precision;val_recall;f1_score;val_f1_score
0.9041760563850404;0.9668349623680116;0.2368983626365661;0.9360931515693665;0.9178382754325868;0.9325711727142334;0.9811334609985352;0.1755502372980117;0.9666544795036316;0.9301833510398864;0.926875834491583;0.9480682890475858
0.9336833953857422;0.9819654822349548;0.1670711934566497;0.9613953232765198;0.9374149441719056;0.9398040175437928;0.9846081733703612;0.1546621620655059;0.964337170124054;0.9439350962638856;0.9492537027000253;0.954027064979316
0.9379344582557678;0.9847288131713868;0.1523761004209518;0.962931513786316;0.9424791932106018;0.9433037638664246;0.985222578048706;0.1491709202528;0.9557117819786072;0.9587447047233582;0.9525955828156064;0.9572258359405881
0.9412853121757508;0.9862666726112366;0.1436903923749923;0.9638350009918212;0.9467875957489014;0.945870280265808;0.9867613315582277;0.1412315964698791;0.9666666388511658;0.9509872794151306;0.9552352411912205;0.9587628543733583
0.9437859654426576;0.9872094988822936;0.1383605003356933;0.9654721617698668;0.9489796161651612;0.9444703459739684;0.9869912266731262;0.1393149197101593;0.96861469745636;0.9467560052871704;0.9571548442938494;0.9575606179262043
0.945886492729187;0.9874815344810486;0.1359439045190811;0.9666564464569092;0.9510204195976256;0.9456369280815125;0.987488865852356;0.1356430202722549;0.9630025029182434;0.9545133709907532;0.9587746828418826;0.9587391406210113
0.9486871957778932;0.9889096021652222;0.1292669773101806;0.9683758020401;0.9535903334617616;0.9444703459739684;0.9879752397537231;0.1329175382852554;0.9699710607528688;0.9453455805778505;0.9609261912806417;0.9575000091332704
0.94793701171875;0.9892228841781616;0.1272291839122772;0.9668326377868652;0.9540438652038574;0.9475035071372986;0.9879406094551086;0.1327531486749649;0.9670840501785278;0.9531029462814332;0.9603956740803535;0.9600425942119362
0.9507376551628112;0.9899065494537354;0.1233981698751449;0.9686184525489808;0.956538200378418;0.9498366713523864;0.9885042905807496;0.1290933191776275;0.9672014117240906;0.9566290378570556;0.9625404200047392;0.9618861696503626
0.9491872787475586;0.9898653626441956;0.1233484372496604;0.9676110148429872;0.95517760515213;0.9507699608802797;0.9886927008628844;0.1289268434047699;0.971613347530365;0.9534555673599244;0.9613541056552781;0.9624488178539738
