;precision;recall;f1-score;support
vacía;0.9113009198423128;0.956551724137931;0.933378196500673;1450.0
animal;0.9772069464544139;0.9523977433004231;0.9646428571428571;2836.0
accuracy;0.9538030797946804;0.9538030797946804;0.9538030797946804;0.9538030797946804
macro avg;0.9442539331483633;0.954474733719177;0.949010526821765;4286.0
weighted avg;0.9549102272319344;0.9538030797946804;0.9540656854370319;4286.0
