;precision;recall;f1-score;support
vacía;0.9232283464566929;0.9703448275862069;0.9462004034969738;1450.0
animal;0.9844315713251267;0.9587447108603667;0.971418363701322;2836.0
accuracy;0.9626691553896407;0.9626691553896407;0.9626691553896407;0.9626691553896407
macro avg;0.9538299588909098;0.9645447692232868;0.9588093835991478;4286.0
weighted avg;0.9637258606253533;0.9626691553896407;0.9628868559327022;4286.0
