;precision;recall;f1-score;support
vacía;0.9421088904203997;0.9427586206896552;0.9424336435711823;1450.0
animal;0.9707231040564374;0.9703808180535967;0.9705519308763887;2836.0
accuracy;0.9610359309379375;0.9610359309379375;0.9610359309379375;0.9610359309379375
macro avg;0.9564159972384185;0.9565697193716259;0.9564927872237855;4286.0
weighted avg;0.9610426071427055;0.9610359309379375;0.9610392111861064;4286.0
