Metric;MegaDetector;v3.0;c3.0;v3.1;c3.1;v3.2;c3.2;Candidate
Accuracy;0.9608026131591227;0.9521698553429772;-;0.9521698553429772;-;0.9500699953336444;-;v3.0
Auc;0.0;0.99097028354652;-;0.9916847429599728;-;0.991167015222995;-;v3.1
F1-Score;0.9707418967771277;0.9635296160642792;-;0.9638766469823804;-;0.9613718361580732;-;v3.1
FN_rate;0.017277856135341052;0.0852764823451032;-;0.0697995853489979;-;0.1093552465233881;-;v3.1
FP_rate;0.08206896551667539;0.0276481149012567;YES;0.0366326171187037;YES;0.0151627218934911;YES;v3.2
Precision;0.959050240880936;0.9548660084626234;-;0.9643864598025388;YES;0.9389985895627644;-;v3.1
Recall;0.982722143864598;0.9723518850987432;-;0.9633673828812962;-;0.9848372781065088;YES;v3.2
