;precision;recall;f1-score;support
vacía;0.9235793598954931;0.9751724137931035;0.9486749412948675;1450.0
animal;0.9869328493647913;0.9587447108603667;0.9726345913074584;2836.0
accuracy;0.9643023798413439;0.9643023798413439;0.9643023798413439;0.9643023798413439
macro avg;0.9552561046301422;0.9669585623267352;0.960654766301163;4286.0
weighted avg;0.9654996809722383;0.9643023798413439;0.9645287834403897;4286.0
