;precision;recall;f1-score;support
vacía;0.9156471345782357;0.9806896551724138;0.9470529470529471;1450.0
animal;0.9897548481522137;0.9538081805359662;0.9714490931944694;2836.0
accuracy;0.9629024731684555;0.9629024731684555;0.9629024731684555;0.9629024731684555
macro avg;0.9527009913652247;0.96724891785419;0.9592510201237082;4286.0
weighted avg;0.9646834098222399;0.9629024731684555;0.9631956139818686;4286.0
