fpr;tpr;thresholds;roc_auc
0.0;0.0;inf;0.9873607801176986
0.0;0.0007052186177715092;1.0;0.9873607801176986
0.0;0.003526093088857546;0.9999999;0.9873607801176986
0.0;0.006699576868829337;0.99999976;0.9873607801176986
0.0;0.009167842031029619;0.99999964;0.9873607801176986
0.0;0.009873060648801129;0.9999995;0.9873607801176986
0.0;0.01234132581100141;0.9999994;0.9873607801176986
0.0;0.014104372355430184;0.9999993;0.9873607801176986
0.0;0.015514809590973202;0.99999917;0.9873607801176986
0.0;0.01763046544428773;0.99999905;0.9873607801176986
0.0;0.019393511988716503;0.9999989;0.9873607801176986
0.0;0.02150916784203103;0.9999988;0.9873607801176986
0.0;0.022566995768688293;0.9999987;0.9873607801176986
0.0;0.024330042313117067;0.99999857;0.9873607801176986
0.0;0.026445698166431594;0.99999845;0.9873607801176986
0.0;0.02785613540197461;0.99999833;0.9873607801176986
0.0;0.03067700987306065;0.9999982;0.9873607801176986
0.0;0.03173483779971791;0.9999981;0.9873607801176986
0.0;0.03455571227080395;0.999998;0.9873607801176986
0.0;0.034908321579689705;0.99999785;0.9873607801176986
0.0;0.03561354019746121;0.99999774;0.9873607801176986
0.0;0.03737658674188998;0.9999976;0.9873607801176986
0.0;0.04372355430183357;0.99999726;0.9873607801176986
0.0;0.045133991537376586;0.9999969;0.9873607801176986
0.0;0.04619181946403385;0.99999666;0.9873607801176986
0.0;0.049717912552891395;0.9999964;0.9873607801176986
0.0;0.05218617771509168;0.9999963;0.9873607801176986
0.0;0.05289139633286319;0.9999962;0.9873607801176986
0.0;0.05465444287729196;0.99999607;0.9873607801176986
0.0;0.05535966149506347;0.99999595;0.9873607801176986
0.0;0.05677009873060649;0.9999958;0.9873607801176986
0.0;0.057122708039492244;0.9999957;0.9873607801176986
0.0;0.05782792665726375;0.9999956;0.9873607801176986
0.0;0.058885754583921014;0.99999535;0.9873607801176986
0.0;0.06205923836389281;0.99999523;0.9873607801176986
0.0;0.06241184767277856;0.9999951;0.9873607801176986
0.0;0.06311706629055007;0.999995;0.9873607801176986
0.0;0.06488011283497884;0.9999949;0.9873607801176986
0.0;0.0652327221438646;0.99999475;0.9873607801176986
0.0;0.06664315937940761;0.99999464;0.9873607801176986
0.0;0.06699576868829338;0.9999945;0.9873607801176986
0.0;0.07052186177715092;0.9999943;0.9873607801176986
0.0;0.07157968970380818;0.99999416;0.9873607801176986
0.0;0.0729901269393512;0.99999404;0.9873607801176986
0.0;0.07475317348377997;0.9999939;0.9873607801176986
0.0;0.07545839210155147;0.9999938;0.9873607801176986
0.0;0.07651622002820875;0.9999937;0.9873607801176986
0.0;0.07722143864598026;0.99999356;0.9873607801176986
0.0;0.07792665726375177;0.9999932;0.9873607801176986
0.0;0.08004231311706629;0.99999285;0.9873607801176986
0.0;0.08145275035260931;0.9999927;0.9873607801176986
0.0;0.08180535966149506;0.9999926;0.9873607801176986
0.0;0.08392101551480959;0.9999925;0.9873607801176986
0.0;0.0846262341325811;0.9999924;0.9873607801176986
0.0;0.08568406205923837;0.99999225;0.9873607801176986
0.0;0.08709449929478139;0.99999213;0.9873607801176986
0.0;0.08815232722143865;0.999992;0.9873607801176986
0.0;0.0885049365303244;0.9999919;0.9873607801176986
0.0;0.09062059238363893;0.9999918;0.9873607801176986
0.0;0.09132581100141043;0.99999154;0.9873607801176986
0.0;0.09344146685472496;0.9999912;0.9873607801176986
0.0;0.09661495063469676;0.9999908;0.9873607801176986
0.0;0.09732016925246827;0.9999907;0.9873607801176986
0.0;0.09767277856135402;0.9999906;0.9873607801176986
0.0;0.09908321579689704;0.99999046;0.9873607801176986
0.0;0.09978843441466854;0.99999034;0.9873607801176986
0.0;0.10049365303244005;0.9999901;0.9873607801176986
0.0;0.10225669957686882;0.99999;0.9873607801176986
0.0;0.10260930888575458;0.99998987;0.9873607801176986
0.0;0.1033145275035261;0.99998975;0.9873607801176986
0.0;0.10472496473906912;0.9999896;0.9873607801176986
0.0;0.10507757404795487;0.9999895;0.9873607801176986
0.0;0.10578279266572638;0.9999894;0.9873607801176986
0.0;0.1071932299012694;0.9999893;0.9873607801176986
0.0;0.10754583921015515;0.99998903;0.9873607801176986
0.0;0.10825105782792666;0.9999889;0.9873607801176986
0.0;0.10860366713681241;0.9999887;0.9873607801176986
0.0;0.10930888575458392;0.99998856;0.9873607801176986
0.0;0.11036671368124118;0.9999883;0.9873607801176986
0.0;0.11212976022566996;0.99998796;0.9873607801176986
0.0;0.11283497884344147;0.99998784;0.9873607801176986
0.0;0.11318758815232723;0.9999877;0.9873607801176986
0.0;0.11530324400564175;0.9999875;0.9873607801176986
0.0;0.11600846262341326;0.99998724;0.9873607801176986
0.0;0.11636107193229901;0.9999871;0.9873607801176986
0.0;0.11847672778561354;0.9999869;0.9873607801176986
0.0;0.11988716502115655;0.99998677;0.9873607801176986
0.0;0.12059238363892807;0.99998665;0.9873607801176986
0.0;0.12129760225669958;0.9999864;0.9873607801176986
0.0;0.12235543018335684;0.99998605;0.9873607801176986
0.0;0.12447108603667137;0.9999856;0.9873607801176986
0.0;0.12517630465444288;0.99998534;0.9873607801176986
0.0;0.1272919605077574;0.9999851;0.9873607801176986
0.0;0.12870239774330042;0.99998486;0.9873607801176986
0.0;0.12905500705218617;0.99998474;0.9873607801176986
0.0;0.13081805359661494;0.9999846;0.9873607801176986
0.0;0.1318758815232722;0.9999844;0.9873607801176986
0.0;0.13222849083215796;0.999984;0.9873607801176986
0.0;0.13328631875881522;0.9999839;0.9873607801176986
0.0;0.13399153737658676;0.99998367;0.9873607801176986
0.0;0.13469675599435826;0.99998355;0.9873607801176986
0.0;0.13504936530324402;0.9999833;0.9873607801176986
0.0;0.13575458392101553;0.9999831;0.9873607801176986
0.0;0.13610719322990128;0.99998295;0.9873607801176986
0.0;0.1368124118476728;0.9999826;0.9873607801176986
0.0;0.13787023977433005;0.9999821;0.9873607801176986
0.0;0.13857545839210156;0.999982;0.9873607801176986
0.0;0.1389280677009873;0.9999813;0.9873607801176986
0.0;0.13963328631875882;0.99998116;0.9873607801176986
0.0;0.13998589562764457;0.99998105;0.9873607801176986
0.0;0.14069111424541608;0.9999809;0.9873607801176986
0.0;0.1428067700987306;0.99998033;0.9873607801176986
0.0;0.14421720733427362;0.9999802;0.9873607801176986
0.0;0.14633286318758815;0.99997973;0.9873607801176986
0.0;0.1473906911142454;0.9999788;0.9873607801176986
0.0;0.14844851904090267;0.99997866;0.9873607801176986
0.0;0.15021156558533144;0.9999783;0.9873607801176986
0.0;0.1505641748942172;0.9999782;0.9873607801176986
0.0;0.1512693935119887;0.99997807;0.9873607801176986
0.0;0.15162200282087446;0.99997795;0.9873607801176986
0.0;0.152327221438646;0.9999778;0.9873607801176986
0.0;0.15338504936530326;0.99997735;0.9873607801176986
0.0;0.15409026798307476;0.99997723;0.9873607801176986
0.0;0.15514809590973203;0.9999764;0.9873607801176986
0.0;0.15585331452750353;0.9999763;0.9873607801176986
0.0;0.1569111424541608;0.99997556;0.9873607801176986
0.0;0.1576163610719323;0.9999753;0.9873607801176986
0.0;0.15796897038081806;0.9999751;0.9873607801176986
0.0;0.15902679830747532;0.99997497;0.9873607801176986
0.0;0.16043723554301834;0.9999738;0.9873607801176986
0.0;0.16114245416078984;0.9999734;0.9873607801176986
0.0;0.1614950634696756;0.9999733;0.9873607801176986
0.0;0.16255289139633286;0.99997306;0.9873607801176986
0.0;0.16502115655853314;0.9999721;0.9873607801176986
0.0;0.16572637517630465;0.999972;0.9873607801176986
0.0;0.1660789844851904;0.99997187;0.9873607801176986
0.0;0.16889985895627643;0.99997103;0.9873607801176986
0.0;0.17101551480959098;0.9999695;0.9873607801176986
0.0;0.1717207334273625;0.99996936;0.9873607801176986
0.0;0.17277856135401976;0.9999689;0.9873607801176986
0.0;0.17348377997179126;0.99996877;0.9873607801176986
0.0;0.17454160789844853;0.9999683;0.9873607801176986
0.0;0.17524682651622003;0.9999682;0.9873607801176986
0.0;0.1755994358251058;0.9999678;0.9873607801176986
0.0;0.17665726375176305;0.9999677;0.9873607801176986
0.0;0.17736248236953456;0.9999676;0.9873607801176986
0.0;0.1777150916784203;0.99996734;0.9873607801176986
0.0;0.17877291960507757;0.9999672;0.9873607801176986
0.0;0.17912552891396333;0.9999671;0.9873607801176986
0.0;0.1801833568406206;0.999967;0.9873607801176986
0.0;0.1808885754583921;0.99996686;0.9873607801176986
0.0;0.18229901269393511;0.99996567;0.9873607801176986
0.0;0.18370944992947813;0.9999653;0.9873607801176986
0.0;0.18582510578279265;0.9999645;0.9873607801176986
0.0;0.18653032440056416;0.99996436;0.9873607801176986
0.0;0.18688293370944992;0.99996424;0.9873607801176986
0.0;0.18758815232722145;0.9999639;0.9873607801176986
0.0;0.18864598025387871;0.9999627;0.9873607801176986
0.0;0.18935119887165022;0.99996245;0.9873607801176986
0.0;0.18970380818053598;0.9999622;0.9873607801176986
0.0;0.19040902679830748;0.9999621;0.9873607801176986
0.0;0.191114245416079;0.9999615;0.9873607801176986
0.0;0.1918194640338505;0.9999614;0.9873607801176986
0.0;0.19393511988716503;0.9999596;0.9873607801176986
0.0;0.19464033850493653;0.99995947;0.9873607801176986
0.0;0.1949929478138223;0.9999589;0.9873607801176986
0.0;0.1956981664315938;0.99995875;0.9873607801176986
0.0;0.1971086036671368;0.9999571;0.9873607801176986
0.0;0.19781382228490832;0.9999566;0.9873607801176986
0.0;0.2002820874471086;0.9999546;0.9873607801176986
0.0;0.2009873060648801;0.99995446;0.9873607801176986
0.0;0.20239774330042312;0.99995184;0.9873607801176986
0.0;0.20380818053596614;0.99995124;0.9873607801176986
0.0;0.2048660084626234;0.9999509;0.9873607801176986
0.0;0.20557122708039494;0.9999504;0.9873607801176986
0.0;0.20627644569816644;0.99995005;0.9873607801176986
0.0;0.20698166431593795;0.9999492;0.9873607801176986
0.0;0.20768688293370946;0.99994886;0.9873607801176986
0.0;0.20909732016925248;0.99994874;0.9873607801176986
0.0;0.20980253878702398;0.99994826;0.9873607801176986
0.0;0.21086036671368125;0.99994767;0.9873607801176986
0.0;0.21156558533145275;0.99994755;0.9873607801176986
0.0;0.2119181946403385;0.9999474;0.9873607801176986
0.0;0.21332863187588152;0.9999472;0.9873607801176986
0.0;0.21368124118476728;0.9999471;0.9873607801176986
0.0;0.2143864598025388;0.99994683;0.9873607801176986
0.0;0.2150916784203103;0.9999459;0.9873607801176986
0.0;0.2157968970380818;0.99994564;0.9873607801176986
0.0;0.2165021156558533;0.9999453;0.9873607801176986
0.0;0.21720733427362482;0.99994516;0.9873607801176986
0.0;0.22143864598025387;0.9999418;0.9873607801176986
0.0;0.22214386459802538;0.9999409;0.9873607801176986
0.0;0.22355430183356842;0.9999398;0.9873607801176986
0.0;0.22425952045133993;0.9999397;0.9873607801176986
0.0;0.22637517630465445;0.99993694;0.9873607801176986
0.0;0.22708039492242596;0.9999367;0.9873607801176986
0.0;0.22919605077574048;0.99993455;0.9873607801176986
0.0;0.229901269393512;0.9999342;0.9873607801176986
0.0;0.231311706629055;0.9999331;0.9873607801176986
0.0;0.23272214386459802;0.999933;0.9873607801176986
0.0;0.23307475317348378;0.9999329;0.9873607801176986
0.0;0.2351904090267983;0.9999323;0.9873607801176986
0.0;0.24012693935119886;0.99992764;0.9873607801176986
0.0;0.24083215796897037;0.9999273;0.9873607801176986
0.0;0.2422425952045134;0.9999267;0.9873607801176986
0.0;0.24294781382228492;0.99992657;0.9873607801176986
