;precision;recall;f1-score;support
vacía;0.922972972972973;0.9420689655172414;0.9324232081911262;1450.0
animal;0.970064148253742;0.9598025387870239;0.9649060616802553;2836.0
accuracy;0.9538030797946804;0.9538030797946804;0.9538030797946804;0.9538030797946804
macro avg;0.9465185606133575;0.9509357521521327;0.9486646349356908;4286.0
weighted avg;0.954132696047229;0.9538030797946804;0.9539167622030652;4286.0
