;precision;recall;f1-score;support
vacía;0.9031413612565445;0.9517241379310345;0.9267965077233042;1450.0
animal;0.9746192893401016;0.9478138222849083;0.9610296746514122;2836.0
accuracy;0.9491367242183855;0.9491367242183855;0.9491367242183855;0.9491367242183855
macro avg;0.9388803252983231;0.9497689801079714;0.9439130911873582;4286.0
weighted avg;0.9504375357887348;0.9491367242183855;0.9494482252706944;4286.0
