file_name;label;threshold;detector_label;false_positive;false_negative;time_inference
lince/lince_a_linces2_leo_jc/lince130_306_.jpg;1;0.013;1;0;0;2.59
cervidae/ciervo_simone_2/37_20201024_1156_.jpg;1;0.013;1;0;0;2.58
cervidae/2_ciervo_alumno_2_th/34_20201024_2381_.jpg;1;0.013;1;0;0;2.65
cervidae/ciervo_simone_2/34_20201024_5494_.jpg;1;0.013;1;0;0;2.64
humanovehiculo/humano_vehiculo_pnc_2014_isaac/c12199imag0129.jpg;1;0.013;1;0;0;2.93
vacia/noanimal_zoo_5_6_7_9/50_20210417_25294_.jpg;0;0.013;0;0;0;2.61
cervidae/ciervo_pnc_2012_jc/a14725im000641.jpg;1;0.013;1;0;0;2.99
vaca/cow_caltechcameratrap/585c030e-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.013;1;0;0;2.89
cervidae/cervidredorfallowdeer_zoo_1_4/17_20201225_61_.jpg;1;0.013;1;0;0;2.66
vacia/noanimal_zoo_5_6_7_9/24_20210615_7263_.jpg;0;0.013;0;0;0;2.82
ave/otherspecies_zoo_5_6_7_9/38_20210618_1691_.jpg;1;0.013;1;0;0;3.38
vacia/empty_islandconservationcameratraps/dominicanrepublic_cam0926julio2015_20150630_185725_img_0015.jpg;0;0.013;1;1;0;2.84
garduna/garduna_vacias_humanos_pnc_2012_me/a43103imag0017.jpg;1;0.013;1;0;0;3.29
vacia/empty_snapshotmountainzebra/mtz_s1_d06_r1_imag0865.jpg;0;0.013;0;0;0;3.14
ave/bird_caltechcameratrap/58ce4024-23d2-11e8-a6a3-ec086b02610b.jpg;1;0.013;1;0;0;3.04
vacia/vacias_pnc_2014_isaac/c11233imag0016.jpg;0;0.013;0;0;0;2.99
cervidae/cervidredorfallowdeer_zoo_5_6_7_9/35_20210218_2606__2021_04_1506_16_22utc_.jpg;1;0.013;1;0;0;2.54
cervidae/ciervo_pnm_2013-o_isaac/f11190im000199.jpg;1;0.013;1;0;0;2.93
