;precision;recall;f1-score;support
vacía;0.914500683994528;0.9220689655172414;0.9182692307692307;1450.0
animal;0.9599858356940509;0.9559238363892807;0.9579505300353357;2836.0
accuracy;0.9444703686420906;0.9444703686420906;0.9444703686420906;0.9444703686420906
macro avg;0.9372432598442895;0.938996400953261;0.9381098804022832;4286.0
weighted avg;0.9445977185768535;0.9444703686420906;0.9445259187577221;4286.0
