;precision;recall;f1-score;support
vacía;0.9527346387575962;0.973103448275862;0.9628113271920846;1450.0
animal;0.986096256684492;0.9753173483779972;0.980677184896295;2836.0
accuracy;0.9745683621091927;0.9745683621091927;0.9745683621091927;0.9745683621091927
macro avg;0.9694154477210442;0.9742103983269297;0.9717442560441898;4286.0
weighted avg;0.9748096617255562;0.9745683621091927;0.9746329726538532;4286.0
