;precision;recall;f1-score;support
vacía;0.9514824797843666;0.9737931034482759;0.9625085207907293;1450.0
animal;0.9864382583868665;0.9746121297602257;0.9804895352962043;2836.0
accuracy;0.974335044330378;0.974335044330378;0.974335044330378;0.974335044330378
macro avg;0.9689603690856166;0.9742026166042508;0.9714990280434668;4286.0
weighted avg;0.9746123416874674;0.974335044330378;0.9744063642665873;4286.0
