accuracy;auc;loss;precision;recall;val_accuracy;val_auc;val_loss;val_precision;val_recall;f1_score;val_f1_score
0.8823705911636353;0.951866626739502;0.0363483130931854;0.9158256649971008;0.9054421782493592;0.9239383935928344;0.977121651172638;0.0261013638228178;0.9620766043663024;0.92136812210083;0.9106043172436419;0.9412824248242465
0.93003249168396;0.980810284614563;0.0234337486326694;0.9513237476348876;0.9424791932106018;0.9409705996513368;0.9827156066894532;0.0225386265665292;0.9708348512649536;0.9389985799789428;0.946880812233106;0.9546513607365843
0.9356839060783386;0.9837856888771056;0.0213900115340948;0.9576244950294496;0.9445956349372864;0.9440037608146667;0.984452486038208;0.0211843010038137;0.9716569781303406;0.9428772926330566;0.9510654407535181;0.9570508192125426
0.9404351115226746;0.9851404428482056;0.0204071663320064;0.9605937600135804;0.9489039778709412;0.9435371160507202;0.9853723049163818;0.0203719735145568;0.9682310223579408;0.9456981420516968;0.9547130820182723;0.9568319362738784
0.9404851198196412;0.986217439174652;0.0196185503154993;0.9605262875556946;0.9490551948547364;0.9456369280815125;0.9861760139465332;0.0199055708944797;0.9703649878501892;0.9467560052871704;0.9547562820674171;0.9584151214911655
0.9427356719970704;0.9871695637702942;0.0188972987234592;0.9637019634246826;0.9492063522338868;0.9484367966651917;0.9865705370903016;0.0194290354847908;0.9638169407844543;0.9580394625663756;0.9563992305047342;0.9609195125577232
0.9454363584518432;0.9878456592559814;0.0184816233813762;0.9646329283714294;0.952456533908844;0.9484367966651917;0.986988604068756;0.0191280301660299;0.9605494737625122;0.9615656137466432;0.9585060569532646;0.9610572701597188
0.9456363916397096;0.9878936409950256;0.0183003339916467;0.9641464948654176;0.953287959098816;0.946103572845459;0.9873342514038086;0.0190044287592172;0.968356728553772;0.9495768547058104;0.9586864757424903;0.9588748429715267
0.9453363418579102;0.9882559180259703;0.0180617850273847;0.9636335968971252;0.953363597393036;0.947036862373352;0.9874363541603088;0.0188147891312837;0.9670605063438416;0.9523977637290956;0.9584710822223803;0.9596731256879454
0.94728684425354;0.9885098338127136;0.0178551785647869;0.965514600276947;0.9544217586517334;0.9486700892448424;0.987724781036377;0.0186612587422132;0.9701653718948364;0.951692521572113;0.9599361288358201;0.9608401614447681
0.94793701171875;0.9892577528953552;0.0173205286264419;0.9661898612976074;0.954724133014679;0.9477367997169496;0.987762987613678;0.0186497587710618;0.9697842001914978;0.9506347179412842;0.9604227733090832;0.9601139794110751
0.9505376219749452;0.9896172881126404;0.0169033333659172;0.9673207402229308;0.9575963616371156;0.9491367340087892;0.9875892400741576;0.0187059938907623;0.9668331146240234;0.955923855304718;0.9624339829142192;0.9613475317113835
