;precision;recall;f1-score;support
vacía;0.9245532759761748;0.9634482758620689;0.9436001350894968;1450.0
animal;0.9809009009009009;0.9598025387870239;0.9702370343967207;2836.0
accuracy;0.9610359309379375;0.9610359309379375;0.9610359309379375;0.9610359309379375
macro avg;0.9527270884385378;0.9616254073245465;0.9569185847431088;4286.0
weighted avg;0.9618378920019618;0.9610359309379375;0.9612254842344542;4286.0
