fpr;tpr;thresholds;roc_auc
0.0;0.0;inf;0.9899789650308837
0.0;0.000689655172413793;0.9997968;0.9899789650308837
0.0;0.13655172413793104;0.997387;0.9899789650308837
0.0003526093088857546;0.13655172413793104;0.99738353;0.9899789650308837
0.0003526093088857546;0.3103448275862069;0.99081963;0.9899789650308837
0.0003526093088857546;0.3117241379310345;0.990789;0.9899789650308837
0.0003526093088857546;0.3331034482758621;0.98871046;0.9899789650308837
0.0007052186177715092;0.33379310344827584;0.9886192;0.9899789650308837
0.0007052186177715092;0.35793103448275865;0.98702025;0.9899789650308837
0.0010578279266572638;0.35793103448275865;0.98685956;0.9899789650308837
0.0010578279266572638;0.43448275862068964;0.98062414;0.9899789650308837
0.0014104372355430183;0.43448275862068964;0.9806059;0.9899789650308837
0.0014104372355430183;0.5248275862068965;0.96790946;0.9899789650308837
0.001763046544428773;0.5248275862068965;0.96788144;0.9899789650308837
0.001763046544428773;0.56;0.96111107;0.9899789650308837
0.0021156558533145277;0.56;0.9610559;0.9899789650308837
0.0021156558533145277;0.5937931034482758;0.9539062;0.9899789650308837
0.002468265162200282;0.5937931034482758;0.95389557;0.9899789650308837
0.002468265162200282;0.5944827586206897;0.9538252;0.9899789650308837
0.003173483779971791;0.5944827586206897;0.9538038;0.9899789650308837
0.003173483779971791;0.6358620689655172;0.9428504;0.9899789650308837
0.003526093088857546;0.6358620689655172;0.94250345;0.9899789650308837
0.003526093088857546;0.64;0.9410351;0.9899789650308837
0.0038787023977433005;0.64;0.9407068;0.9899789650308837
0.0038787023977433005;0.6662068965517242;0.93436766;0.9899789650308837
0.004231311706629055;0.6662068965517242;0.93395495;0.9899789650308837
0.004231311706629055;0.6717241379310345;0.9323329;0.9899789650308837
0.004583921015514809;0.6717241379310345;0.9319398;0.9899789650308837
0.004583921015514809;0.6827586206896552;0.9290999;0.9899789650308837
0.004936530324400564;0.6827586206896552;0.9286632;0.9899789650308837
0.004936530324400564;0.6896551724137931;0.92476416;0.9899789650308837
0.005289139633286318;0.6896551724137931;0.9247149;0.9899789650308837
0.005289139633286318;0.6903448275862069;0.92366886;0.9899789650308837
0.005641748942172073;0.6903448275862069;0.9233316;0.9899789650308837
0.005641748942172073;0.7048275862068966;0.916009;0.9899789650308837
0.005994358251057828;0.7048275862068966;0.9159748;0.9899789650308837
0.005994358251057828;0.7082758620689655;0.91518;0.9899789650308837
0.006346967559943582;0.7082758620689655;0.914866;0.9899789650308837
