;precision;recall;f1-score;support
vacía;0.906084656084656;0.9448275862068966;0.925050641458474;1450.0
animal;0.9711607786589762;0.9499294781382228;0.960427807486631;2836.0
accuracy;0.9482034531031265;0.9482034531031265;0.9482034531031265;0.9482034531031265
macro avg;0.9386227173718161;0.9473785321725596;0.9427392244725525;4286.0
weighted avg;0.9491448249182473;0.9482034531031265;0.9484593308788786;4286.0
