;precision;recall;f1-score;support
vacía;0.9048285514345696;0.8917241379310344;0.8982285515804098;1450.0
animal;0.9450472523626181;0.9520451339915373;0.9485332864921834;2836.0
accuracy;0.9316378908072795;0.9316378908072795;0.9316378908072795;0.9316378908072795
macro avg;0.9249379018985939;0.9218846359612859;0.9233809190362966;4286.0
weighted avg;0.9314408323099652;0.9316378908072795;0.9315146524226379;4286.0
