;precision;recall;f1-score;support
vacía;0.9101274312541918;0.9358620689655173;0.9228153689221353;1450.0
animal;0.9667262969588551;0.9527503526093088;0.9596874445036405;2836.0
accuracy;0.9470368642090528;0.9470368642090528;0.9470368642090528;0.9470368642090528
macro avg;0.9384268641065234;0.9443062107874131;0.9412514067128879;4286.0
weighted avg;0.9475782905958683;0.9470368642090528;0.9472132238799396;4286.0
