;precision;recall;f1-score;support
vacía;0.8998628257887518;0.9048275862068965;0.9023383768913342;1450.0
animal;0.9512022630834512;0.9485190409026798;0.9498587570621468;2836.0
accuracy;0.9337377508166123;0.9337377508166123;0.9337377508166123;0.9337377508166123
macro avg;0.9255325444361016;0.9266733135547882;0.9260985669767405;4286.0
weighted avg;0.9338335780444138;0.9337377508166123;0.9337821002148117;4286.0
