;precision;recall;f1-score;support
vacía;0.9342723004694836;0.9606896551724138;0.9472968378102686;1450.0
animal;0.9796064400715564;0.9654442877291961;0.9724738057183449;2836.0
accuracy;0.9638357442837144;0.9638357442837144;0.9638357442837144;0.9638357442837144
macro avg;0.95693937027052;0.9630669714508049;0.9598853217643067;4286.0
weighted avg;0.9642694119747283;0.9638357442837144;0.9639561660854212;4286.0
