;precision;recall;f1-score;support
vacía;0.9214659685863874;0.9710344827586207;0.9456010745466756;1450.0
animal;0.9847715736040609;0.9576868829337094;0.9710404004290311;2836.0
accuracy;0.9622025198320112;0.9622025198320112;0.9622025198320112;0.9622025198320112
macro avg;0.9531187710952241;0.964360682846165;0.9583207374878533;4286.0
weighted avg;0.9633546050376524;0.9622025198320112;0.9624340022653782;4286.0
