;precision;recall;f1-score;support
vacía;0.9106002554278416;0.983448275862069;0.9456233421750663;1450.0
animal;0.9911764705882353;0.9506346967559943;0.9704823614110871;2836.0
accuracy;0.9617358842743817;0.9617358842743817;0.9617358842743817;0.9617358842743817
macro avg;0.9508883630080385;0.9670414863090316;0.9580528517930766;4286.0
weighted avg;0.9639166684457783;0.9617358842743817;0.962072287241178;4286.0
