;precision;recall;f1-score;support
vacía;0.9075182967398536;0.9406896551724138;0.9238062986793092;1450.0
animal;0.969098095580309;0.9509873060648801;0.9599572877736252;2836.0
accuracy;0.9475034997666822;0.9475034997666822;0.9475034997666822;0.9475034997666822
macro avg;0.9383081961600813;0.945838480618647;0.9418817932264671;4286.0
weighted avg;0.9482649858466039;0.9475034997666822;0.9477270184813344;4286.0
