lrs;losses
9.99999993922529e-09;0.07608399540185928
1.2022644213516287e-08;0.12327250838279724
1.4454397678775877e-08;0.11285147815942764
1.737800836565384e-08;0.10714280605316162
2.089296202711921e-08;0.11556720733642578
2.5118865210060903e-08;0.10855581611394882
3.019951932969889e-08;0.11096447706222534
3.630780653907095e-08;0.11663012206554413
4.365158545738268e-08;0.11177686601877213
5.248074685937354e-08;0.10688786208629608
6.309573308271865e-08;0.10718829184770584
7.585775563256902e-08;0.10505127906799316
9.120108046545283e-08;0.10234398394823074
1.096478143836066e-07;0.1008460521697998
1.3182567215608287e-07;0.09933275729417801
1.584893141171051e-07;0.10175548493862152
1.9054606070767477e-07;0.10495687276124954
2.2908675134658552e-07;0.10748732089996338
2.7542284897208447e-07;0.10820260643959045
3.3113110475824215e-07;0.11250559240579605
3.981071472480835e-07;0.11127287149429321
4.786300564774137e-07;0.11254333704710007
5.754399126089993e-07;0.11501111090183258
6.918309622960805e-07;0.11432883143424988
8.317637707477843e-07;0.11499384045600891
9.999999974752427e-07;0.1143600270152092
1.2022644568787655e-06;0.11376412957906723
1.4454398069574381e-06;0.11427067220211029
1.7378008578816662e-06;0.1150423139333725
2.0892962311336305e-06;0.11458882689476013
2.511886577849509e-06;0.11321417987346649
3.019951918759034e-06;0.11161422729492188
3.6307808386482066e-06;0.11032972484827042
4.3651584746839944e-06;0.11251457035541534
5.2480745580396615e-06;0.11336324363946915
6.30957356406725e-06;0.1120215654373169
7.585776074847672e-06;0.1110631674528122
9.120109098148532e-06;0.11113746464252472
1.0964782632072456e-05;0.11050201952457428
1.3182568181946408e-05;0.1094575971364975
1.58489328896394e-05;0.1111447736620903
1.9054608856095e-05;0.11196769028902054
2.290867814735975e-05;0.11228938400745392
2.7542288080439903e-05;0.11241526901721954
3.311311229481362e-05;0.11321692913770676
3.981071859016083e-05;0.11301061511039734
4.786300996784121e-05;0.11284676939249039
5.754399535362609e-05;0.1122867688536644
6.918310100445524e-05;0.11178640276193619
8.317638275912032e-05;0.11050823330879211
0.00010000000474974513;0.11006637662649155
0.00012022644659737125;0.10920809209346771
0.00014454398478846997;0.1095016747713089
0.00017378009215462953;0.10899515450000763
0.00020892961765639484;0.10938633978366852
0.0002511886414140463;0.10992084443569183
0.00030199516913853586;0.10935640335083008
0.0003630780556704849;0.10908541828393936
0.0004365158383734524;0.10944604128599167
0.0005248074885457754;0.10922356694936752
0.000630957365501672;0.10830351710319519
0.0007585776038467884;0.10740548372268677
0.0009120108443312347;0.10664273053407669
0.001096478197723627;0.10596972703933716
0.001318256719969213;0.10524727404117584
0.0015848932089284062;0.10408207029104233
0.0019054607255384326;0.10320925712585449
0.0022908677347004414;0.1032833531498909
0.002754228888079524;0.1033344715833664
0.003311311360448599;0.10212117433547974
0.00398107198998332;0.1013856902718544
0.004786301404237747;0.10078047960996628
0.005754400044679642;0.09994255006313324
0.0069183106534183025;0.09894716739654541
0.008317639119923115;0.09800855815410614
0.010000001639127731;0.09700991213321686
0.012022646144032478;0.09775584191083908
0.014454400166869164;0.0980919748544693
0.017378011718392372;0.09749957919120789
0.02089296467602253;0.09747065603733063
0.025118868798017502;0.09674450755119324
0.030199522152543068;0.09953529387712479
0.03630781173706055;0.0987863764166832
0.04365159198641777;0.09782420843839645
0.05248075723648071;0.10563479363918304
0.06309574842453003;0.10603608936071396
0.07585777342319489;0.10483058542013168
0.09120110422372818;0.10363933444023132
0.10964784026145935;0.10255309194326401
0.13182570040225983;0.10141385346651077
0.15848934650421143;0.1002994179725647
0.19054611027240753;0.09920920431613922
0.22908681631088257;0.09814253449440002
0.27542293071746826;0.09709960967302322
0.3311311900615692;0.09611416608095169
0.39810726046562195;0.09511297941207886
0.4786301851272583;0.0941324308514595
0.5754400491714478;0.09317189455032349
0.691831111907959;0.09223076701164246
0.8317639231681824;0.0934312641620636
1.0000001192092896;0.2584507167339325
1.2022645473480225;0.3693419396877289
