;precision;recall;f1-score;support
vacía;0.915068493150685;0.9213793103448276;0.9182130584192439;1450.0
animal;0.9596602972399151;0.9562764456981664;0.9579653832567997;2836.0
accuracy;0.9444703686420906;0.9444703686420906;0.9444703686420906;0.9444703686420906
macro avg;0.9373643951953;0.9388278780214969;0.9380892208380218;4286.0
weighted avg;0.9445744092489249;0.9444703686420906;0.9445167432627596;4286.0
