lrs;losses
9.99999993922529e-09;0.4452763795852661
1.2022644213516287e-08;0.3642148971557617
1.4454397678775877e-08;0.3469752371311188
1.737800836565384e-08;0.36635202169418335
2.089296202711921e-08;0.34697437286376953
2.5118865210060903e-08;0.33804985880851746
3.019951932969889e-08;0.3331911861896515
3.630780653907095e-08;0.34458494186401367
4.365158545738268e-08;0.3386431038379669
5.248074685937354e-08;0.34599068760871887
6.309573308271865e-08;0.34088677167892456
7.585775563256902e-08;0.3503519594669342
9.120108046545283e-08;0.34716925024986267
1.096478143836066e-07;0.347407728433609
1.3182567215608287e-07;0.3431447446346283
1.584893141171051e-07;0.33963996171951294
1.9054606070767477e-07;0.33747029304504395
2.2908675134658552e-07;0.3422122299671173
2.7542284897208447e-07;0.3377605974674225
3.3113110475824215e-07;0.337771475315094
3.981071472480835e-07;0.33761855959892273
4.786300564774137e-07;0.34155628085136414
5.754399126089993e-07;0.3421395421028137
6.918309622960805e-07;0.34127578139305115
8.317637707477843e-07;0.34076446294784546
9.999999974752427e-07;0.3443349003791809
1.2022644568787655e-06;0.3422161340713501
1.4454398069574381e-06;0.3418305218219757
1.7378008578816662e-06;0.33913177251815796
2.0892962311336305e-06;0.34159326553344727
2.511886577849509e-06;0.34109023213386536
3.019951918759034e-06;0.34037771821022034
3.6307808386482066e-06;0.3399471044540405
4.3651584746839944e-06;0.34142470359802246
5.2480745580396615e-06;0.3397377133369446
6.30957356406725e-06;0.34199491143226624
7.585776074847672e-06;0.3402581214904785
9.120109098148532e-06;0.3394080400466919
1.0964782632072456e-05;0.34056028723716736
1.3182568181946408e-05;0.34235015511512756
1.58489328896394e-05;0.34158816933631897
1.9054608856095e-05;0.3404315710067749
2.290867814735975e-05;0.33939382433891296
2.7542288080439903e-05;0.3411049544811249
3.311311229481362e-05;0.34248197078704834
3.981071859016083e-05;0.3417592942714691
4.786300996784121e-05;0.34408846497535706
5.754399535362609e-05;0.34297797083854675
6.918310100445524e-05;0.3411496579647064
8.317638275912032e-05;0.34003371000289917
0.00010000000474974513;0.3389708697795868
0.00012022644659737125;0.3386765718460083
0.00014454398478846997;0.33727389574050903
0.00017378009215462953;0.3366858959197998
0.00020892961765639484;0.3354990780353546
0.0002511886414140463;0.33430248498916626
0.00030199516913853586;0.3326881229877472
0.0003630780556704849;0.3316356837749481
0.0004365158383734524;0.3299371302127838
0.0005248074885457754;0.32834556698799133
0.000630957365501672;0.3276280462741852
0.0007585776038467884;0.3258558213710785
0.0009120108443312347;0.32395139336586
0.001096478197723627;0.3218413293361664
0.001318256719969213;0.32444480061531067
0.0015848932089284062;0.3213403522968292
0.0019054607255384326;0.3180871903896332
0.0022908677347004414;0.31544867157936096
0.002754228888079524;0.312133252620697
0.003311311360448599;0.30908748507499695
0.00398107198998332;0.3060677945613861
0.004786301404237747;0.30244314670562744
0.005754400044679642;0.2987546920776367
0.0069183106534183025;0.29594436287879944
0.008317639119923115;0.292290598154068
0.010000001639127731;0.28878068923950195
0.012022646144032478;0.28523850440979004
0.014454400166869164;0.2816338539123535
0.017378011718392372;0.2781267762184143
0.02089296467602253;0.2747364640235901
0.025118868798017502;0.2713795304298401
0.030199522152543068;0.29531919956207275
0.03630781173706055;0.2918144464492798
0.04365159198641777;0.2888100743293762
0.05248075723648071;0.28700995445251465
0.06309574842453003;0.2838340699672699
0.07585777342319489;0.28402671217918396
0.09120110422372818;0.2845306098461151
0.10964784026145935;0.2814883887767792
0.13182570040225983;0.2816144824028015
0.15848934650421143;0.30247214436531067
0.19054611027240753;0.3088008761405945
0.22908681631088257;0.3054831624031067
0.27542293071746826;0.35493960976600647
0.3311311900615692;0.38358309864997864
0.39810726046562195;0.3954939842224121
0.4786301851272583;0.3932209312915802
0.5754400491714478;0.46419432759284973
0.691831111907959;0.4718145430088043
0.8317639231681824;0.4736233055591583
1.0000001192092896;0.4701143801212311
1.2022645473480225;0.5137639045715332
1.4454399347305298;0.5092779994010925
1.7378010749816895;0.5143436193466187
2.089296340942383;0.509445071220398
2.5118865966796875;0.5046389698982239
3.019951820373535;0.4999227523803711
3.6307806968688965;0.49529382586479187
4.365158557891846;2.1664538383483887
