loss;accuracy;precision;recall;auc;val_loss;val_accuracy;val_precision;val_recall;val_auc
0.05599861219525337;0.8906362652778625;0.890600860118866;0.9678202271461487;0.9488416314125061;0.043601635843515396;0.8873075246810913;0.8627813458442688;0.9866008758544922;0.9781652092933655
0.035972435027360916;0.9120965003967285;0.907153844833374;0.9814814925193787;0.9766967296600342;0.03785419464111328;0.9071395397186279;0.8909557461738586;0.9795486330986023;0.9808003902435303
0.03341582417488098;0.918351411819458;0.913899838924408;0.9820106029510498;0.9800630211830139;0.03665738180279732;0.9225385189056396;0.9159468412399292;0.9721438884735107;0.9814478158950806
0.03176090493798256;0.9248855113983154;0.9199349880218506;0.9839758276939392;0.982060432434082;0.036332521587610245;0.9183387756347656;0.9083442687988281;0.9749647378921509;0.9821454286575317
0.03094378113746643;0.9263933897018433;0.9216935634613037;0.9839758276939392;0.983024001121521;0.03594446927309036;0.9272048473358154;0.9215096831321716;0.9728490710258484;0.9823834896087646
0.02998313680291176;0.9290181994438171;0.9248312711715698;0.983900249004364;0.9841275215148926;0.036222267895936966;0.9253383278846741;0.9190539717674255;0.9728490710258484;0.9823598861694336
0.02953256666660309;0.9309170246124268;0.9262207746505737;0.9849584102630615;0.9844626784324646;0.03578762710094452;0.9293047189712524;0.9242880940437317;0.9728490710258484;0.9827316999435425
0.02914062887430191;0.9303585290908813;0.9259259104728699;0.9845049381256104;0.9848726391792297;0.035447992384433746;0.9253383278846741;0.9160053133964539;0.9767277836799622;0.9825655221939087
0.02863214537501335;0.9325924515724182;0.9285663366317749;0.9845049381256104;0.9854994416236877;0.03578679636120796;0.9279047846794128;0.9207459092140198;0.9749647378921509;0.9826164841651917
0.028396086767315865;0.9340444803237915;0.9297382235527039;0.9851852059364319;0.9856694340705872;0.03605213016271591;0.920205295085907;0.9099276661872864;0.9760225415229797;0.9823278188705444
